nro_registro_interno,fecha_ingreso_denuncia,tema,subtema,referido_tipo,nacionalidad,provincia,localidad,genero,edad_aparente,embarazada,discapacidad,provincia_indec_id
8494942515,2021-04-23,Trata,Explotación sexual,Victima directa,,,,Mujer,30,No,,
8494942515,2021-04-23,Trata,Explotación sexual,Acusado,,,,,45,No,,
6505942515,2021-04-24,Trata,Posible captación,Victima directa,,,,Mujer,24,No,,
6505942515,2021-04-24,Trata,Posible captación,Acusado,Paraguay,,,Hombre,30,No,,
7505942515,2021-04-24,Trata,Persona desaparecida,Victima directa,Argentina,,,Mujer,16,No,,
8415942515,2021-04-24,Trata,Explotación sexual,Victima directa,,,,Mujer,18,No,,
8415942515,2021-04-24,Trata,Explotación sexual,Victima indirecta - familiar,,,,,36,No,,
8415942515,2021-04-24,Trata,Explotación sexual,Acusado,,,,Mujer,43,No,,
1525942515,2021-04-25,Trata,Ofrecimiento,Acusado,Alemania,Sachsen,Dresden,Hombre,37,No,,
9435942515,2021-04-25,Trata,Persona desaparecida,Victima directa,,Buenos Aires,ALMIRANTE BROWN,Mujer,13,No,,6
9435942515,2021-04-25,Trata,Persona desaparecida,Victima indirecta - familiar,,Buenos Aires,ALMIRANTE BROWN,Mujer,36,No,,6
9484052515,2021-04-26,Trata,Explotación sexual,Victima directa,,,,Mujer,36,No,,
9484052515,2021-04-26,Trata,Explotación sexual,Acusado,,,,Mujer,50,No,,
3584052515,2021-04-27,Trata,Explotación sexual,Victima directa,,,,Mujer,36,No,,
3584052515,2021-04-27,Trata,Explotación sexual,Acusado,,,,Mujer,50,No,,
5584052515,2021-04-27,Trata,Posible captación,Acusado,Alemania,Sachsen,Dresden,Hombre,40,No,,
594052515,2021-04-27,Trata,Posible captación,Acusado,Alemania,Sachsen,Dresden,Hombre,50,No,,
8405052515,2021-04-27,Trata,Explotación sexual,Victima directa,,Buenos Aires,Tortuguitas,Mujer,25,No,,6
5525052515,2021-04-28,Trata,Explotación laboral,Victima directa,,,,Hombre,60,No,,
6505052515,2021-04-28,Trata,Posible captación,Acusado,Alemania,Sachsen,Dresden,Hombre,40,No,,
6525052515,2021-04-28,Trata,Explotación sexual,Victima directa,Argentina,,,Mujer,0,No,,
8425052515,2021-04-28,Trata,Oferta laboral engañosa,Victima directa,Argentina,,,Mujer,25,No,,
9425052515,2021-04-28,Trata,Explotación laboral,Acusado,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,,0,No,,2
5545052515,2021-04-29,Trata,Persona desaparecida,Victima indirecta - familiar,,,,Hombre,0,No,,
5545052515,2021-04-29,Trata,Persona desaparecida,Victima directa,,,,Mujer,40,No,,
5545052515,2021-04-29,Trata,Persona desaparecida,Acusado,,,,Hombre,0,No,,
6535052515,2021-04-29,Trata,Persona desaparecida,Victima indirecta - familiar,,Buenos Aires,Chascomús,Mujer,0,No,,6
6535052515,2021-04-29,Trata,Persona desaparecida,Victima directa,,,,Hombre,39,No,,
6565052515,2021-04-30,Trata,Persona desaparecida,Victima directa,,Buenos Aires,,Mujer,45,No,,6
9425152515,2021-05-03,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Misiones,Posadas,Hombre,40,No,,54
3575152515,2021-05-04,Trata,Explotación sexual,Victima directa,Argentina,,,Mujer,0,No,,
575152515,2021-05-04,Trata,Explotación sexual,Acusado,,Salta,Salta,Mujer,39,No,,66
9484252515,2021-05-04,Trata,Posible captación,Acusado,,,,Hombre,30,No,,
7594252515,2021-05-05,Trata,Persona desaparecida,Victima directa,,Buenos Aires,,Hombre,0,No,,6
4535252515,2021-05-07,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,,,Mujer,50,No,,
545252515,2021-05-07,Trata,Explotación sexual,Acusado,,,,Mujer,32,No,,
6535252515,2021-05-07,Trata,Explotación sexual,Victima indirecta - familiar,,,,Mujer,0,No,,
6535252515,2021-05-07,Trata,Explotación sexual,Victima directa,,,,Mujer,22,No,,
6535252515,2021-05-07,Trata,Explotación sexual,Acusado,,,,Hombre,0,No,,
5535352515,2021-05-10,Trata,Persona desaparecida,Victima directa,,Buenos Aires,,Mujer,24,No,,6
5535352515,2021-05-10,Trata,Persona desaparecida,Victima indirecta - familiar,,Buenos Aires,,Mujer,55,No,,6
5535352515,2021-05-10,Trata,Persona desaparecida,Victima indirecta - familiar,,Buenos Aires,,Hombre,55,No,,6
5584452515,2021-05-13,Trata,Traslado de personas,Victima directa,Argentina,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Mujer,24,No,,2
5584452515,2021-05-13,Trata,Traslado de personas,Victima indirecta - familiar,Argentina,,,Mujer,40,No,,
594452515,2021-05-13,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Buenos Aires,Morón,Hombre,34,No,,6
594452515,2021-05-13,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,,,,Mujer,14,No,,
9494452515,2021-05-13,Trata,Explotación laboral,Victima directa,,,,Hombre,44,No,,
7525452515,2021-05-14,Trata,Persona desaparecida,Victima directa,,,,Mujer,20,No,,
7565452515,2021-05-16,Trata,Persona desaparecida,Victima directa,,Salta,Metán,Mujer,22,No,,66
1575452515,2021-05-17,Trata,Persona desaparecida,Victima directa,,,,Mujer,26,No,,
2584552515,2021-05-17,Trata,Explotación sexual,Acusado,,Buenos Aires,Merlo,Mujer,35,No,,6
1535552515,2021-05-18,Trata,Explotación sexual,Acusado,Argentina,Buenos Aires,Morón,Hombre,70,No,,6
2535552515,2021-05-18,Trata,Explotación laboral,Victima directa,,,,Hombre,66,No,,
5525552515,2021-05-18,Trata,Explotación sexual,Acusado,,Buenos Aires,Morón,Hombre,34,No,,6
5525552515,2021-05-18,Trata,Explotación sexual,Victima directa,,,,Mujer,14,No,,
5525552515,2021-05-18,Trata,Explotación sexual,Victima directa,,,,Mujer,24,No,,
3565552515,2021-05-19,Trata,Venta de niños y otros delitos,Acusado,,,,Mujer,30,No,,
3565552515,2021-05-19,Trata,Venta de niños y otros delitos,Acusado,,,,Hombre,30,No,,
5565552515,2021-05-19,Trata,Explotación laboral,Victima directa,,,,Hombre,66,No,,
575552515,2021-05-19,Trata,Persona desaparecida,Victima directa,,,,Mujer,40,No,,
7555552515,2021-05-19,Trata,Oferta laboral engañosa,Victima directa,Argentina,,,Mujer,24,No,,
2594652515,2021-05-20,Trata,Explotación laboral,Acusado,,Buenos Aires,Mar del Plata,Hombre,60,No,,6
3575552515,2021-05-20,Trata,Persona desaparecida,Victima indirecta - familiar,,,,Hombre,0,No,,
3575552515,2021-05-20,Trata,Persona desaparecida,Victima directa,,,,Mujer,40,No,,
3584652515,2021-05-20,Trata,Explotación sexual,Acusado,,,,Mujer,0,No,,
3584652515,2021-05-20,Trata,Explotación sexual,Acusado,,,,Hombre,0,No,,
4584652515,2021-05-20,Trata,Explotación sexual,Victima directa,,Buenos Aires,Berazategui,Mujer,35,No,,6
5584652515,2021-05-20,Trata,Explotación laboral,Victima directa,,,,Hombre,44,No,,
5584652515,2021-05-20,Trata,Explotación laboral,Acusado,,,,Hombre,50,No,,
6575552515,2021-05-20,Trata,Explotación sexual,Victima directa,,,,Mujer,28,No,,
6575552515,2021-05-20,Trata,Explotación sexual,Acusado,,,,Mujer,0,No,,
6575552515,2021-05-20,Trata,Explotación sexual,Victima directa,,,,Mujer,6,No,,
6575552515,2021-05-20,Trata,Explotación sexual,Victima directa,,,,Mujer,8,No,,
6584652515,2021-05-20,Trata,Oferta laboral engañosa,Victima directa,Argentina,,,Mujer,24,No,,
8484652515,2021-05-20,Trata,Explotación laboral,Victima directa,Argentina,,,Mujer,50,No,,
4505652515,2021-05-21,Trata,Explotación sexual,Acusado,,,,Mujer,50,No,,
535652515,2021-05-21,Trata,Explotación sexual,Victima directa,,,,Mujer,24,No,,
535652515,2021-05-21,Trata,Explotación sexual,Acusado,,,,Hombre,14,No,,
6505652515,2021-05-21,Trata,Explotación laboral,Acusado,,,,Mujer,50,No,,
6505652515,2021-05-21,Trata,Explotación laboral,Victima directa,Bolivia,,,Mujer,40,No,,
6505652515,2021-05-21,Trata,Explotación laboral,Victima directa,Bolivia,,,Mujer,40,No,,
6505652515,2021-05-21,Trata,Explotación laboral,Victima indirecta - familiar,,,,Hombre,30,No,,
9405652515,2021-05-21,Trata,Explotación sexual,Victima directa,Argentina,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Mujer,30,No,,2
9405652515,2021-05-21,Trata,Explotación sexual,Acusado,Argentina,Buenos Aires,Tigre,Hombre,60,No,,6
1535652515,2021-05-22,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Buenos Aires,Florencio Varela,Mujer,40,No,,6
1535652515,2021-05-22,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Buenos Aires,Florencio Varela,Hombre,40,No,,6
1535652515,2021-05-22,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Buenos Aires,Florencio Varela,Hombre,14,No,,6
2535652515,2021-05-22,Trata,Explotación sexual,Victima directa,,Mendoza,Godoy Cruz,Hombre,22,No,,50
4555652515,2021-05-22,Trata,Posible captación,Acusado,,Buenos Aires,La Plata,Mujer,19,No,,6
5565652515,2021-05-23,Trata,Posible captación,Victima directa,Argentina,,,Mujer,25,No,,
1584752515,2021-05-24,Trata,Explotación sexual,Acusado,,,,Hombre,30,No,,
515752515,2021-05-24,Trata,Explotación sexual,Acusado,Argentina,Buenos Aires,Tigre,Hombre,40,No,,6
5535752515,2021-05-26,Trata,Explotación sexual,Acusado,Bolivia,,,Hombre,40,No,,
6535752515,2021-05-26,Trata,Grooming,Victima directa,Argentina,Misiones,Posadas,Hombre,14,No,,54
6535752515,2021-05-26,Trata,Grooming,Acusado,Chile,,,Mujer,14,No,,
9455752515,2021-05-26,Trata,Explotación sexual,Victima directa,,,,Mujer,30,No,,
4575752515,2021-05-27,Trata,Explotación sexual,Acusado,Argentina,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Hombre,0,No,No,2
1594843515,2021-05-28,Trata,Oferta laboral engañosa,Victima directa,,,,Mujer,26,No,,
1594843515,2021-05-28,Trata,Oferta laboral engañosa,Acusado,,,,,0,No,,
594843515,2021-05-28,Trata,Explotación sexual,Victima indirecta - familiar,,,,Mujer,30,No,,
594843515,2021-05-28,Trata,Explotación sexual,Victima directa,,,,,31,No,,
6584843515,2021-05-28,Trata,Explotación sexual,Acusado,Argentina,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Hombre,50,No,No,2
6584843515,2021-05-28,Trata,Explotación sexual,Acusado,Argentina,Catamarca,San Fernando del Valle de Catamarca,Mujer,50,No,,10
7505843515,2021-05-28,Trata,Explotación sexual,Acusado,,Entre Ríos,San Salvador,Mujer,50,No,,30
2525843515,2021-05-29,Trata,Explotación sexual,Acusado,,,,,30,No,,
9435843515,2021-05-29,Trata,Explotación sexual,Acusado,,,,Hombre,30,No,,
9435843515,2021-05-29,Trata,Explotación sexual,Acusado,,,,Hombre,30,No,,
9435843515,2021-05-29,Trata,Explotación sexual,Acusado,,,,Hombre,30,No,,
9435843515,2021-05-29,Trata,Explotación sexual,Acusado,,,,Hombre,30,No,,
9435843515,2021-05-29,Trata,Explotación sexual,Acusado,,,,Hombre,30,No,,
9435843515,2021-05-29,Trata,Explotación sexual,Acusado,,,,Hombre,30,No,,
9435843515,2021-05-29,Trata,Explotación sexual,Acusado,,,,Hombre,30,No,,
9435843515,2021-05-29,Trata,Explotación sexual,Acusado,,,,Hombre,30,No,,
9435843515,2021-05-29,Trata,Explotación sexual,Acusado,,,,Hombre,30,No,,
9435843515,2021-05-29,Trata,Explotación sexual,Acusado,,,,Hombre,30,No,,
9435843515,2021-05-29,Trata,Explotación sexual,Victima directa,,,,Mujer,20,No,,
9435843515,2021-05-29,Trata,Explotación sexual,Victima directa,,,,Mujer,20,No,,
9435843515,2021-05-29,Trata,Explotación sexual,Victima directa,,,,Mujer,20,No,,
9435843515,2021-05-29,Trata,Explotación sexual,Victima directa,,,,Mujer,20,No,,
9435843515,2021-05-29,Trata,Explotación sexual,Victima directa,,,,Mujer,20,No,,
6545843515,2021-05-30,Trata,Persona desaparecida,Victima directa,,Salta,Metán,Mujer,22,No,,66
9465843515,2021-05-30,Trata,Persona desaparecida,Victima directa,,Salta,Metán,Mujer,0,No,,66
8494943515,2021-05-31,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,,Misiones,PARAJE DOS HERMANA-BERNARDO DE IRIGOYEN,Mujer,45,No,,54
8494943515,2021-05-31,Trata,"Explotación laboral niñas, niños y adolescentes",Victima directa,,Misiones,PARAJE DOS HERMANAS-BERNARDO DE IRIGOYEN,Mujer,15,No,,54
9484943515,2021-05-31,Trata,Explotación laboral,Acusado,,Salta,Colonia Santa Rosa,Hombre,50,No,,66
6515943515,2021-06-01,Trata,Explotación laboral,Acusado,,,,,50,No,,
6515943515,2021-06-01,Trata,Explotación laboral,Victima directa,,,,,40,No,,
6525943515,2021-06-01,Trata,"Explotación laboral niñas, niños y adolescentes",Victima indirecta - familiar,Argentina,,,Mujer,40,No,,
6525943515,2021-06-01,Trata,"Explotación laboral niñas, niños y adolescentes",Victima directa,Argentina,,,Hombre,6,No,,
6525943515,2021-06-01,Trata,"Explotación laboral niñas, niños y adolescentes",Victima directa,Argentina,,,Mujer,8,No,,
6525943515,2021-06-01,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,Argentina,,,Hombre,40,No,,
6525943515,2021-06-01,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,Argentina,Salta,Hickman,Mujer,60,No,,66
3535943515,2021-06-02,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,,,,Hombre,50,No,,
6545943515,2021-06-02,Trata,Explotación sexual,Acusado,Venezuela,,,Hombre,40,No,,
7535943515,2021-06-02,Trata,Posible captación,Victima directa,Argentina,,,Mujer,21,No,,
7535943515,2021-06-02,Trata,Posible captación,Victima directa,Argentina,,,Mujer,21,No,,
8435943515,2021-06-02,Trata,Explotación sexual,Victima directa,,,,Mujer,32,No,,
8445943515,2021-06-02,Trata,Posible captación,Victima directa,Argentina,,,Mujer,21,No,,
8445943515,2021-06-02,Trata,Posible captación,Victima directa,Argentina,,,Mujer,21,No,,
8455943515,2021-06-02,Trata,Explotación sexual,Acusado,Venezuela,,,Hombre,40,No,,
9455943515,2021-06-02,Trata,Persona desaparecida,Victima directa,,Buenos Aires,Lanús,,12,No,,6
1584053515,2021-06-03,Trata,Explotación sexual,Victima directa,,,,,30,No,,
584053515,2021-06-03,Trata,Explotación sexual,Acusado,,,,Hombre,50,No,,
1515053515,2021-06-04,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Buenos Aires,Trenque Lauquen,Mujer,40,No,,6
2515053515,2021-06-04,Trata,Explotación sexual,Victima indirecta - familiar,,,,Mujer,40,No,,
2515053515,2021-06-04,Trata,Explotación sexual,Victima directa,Argentina,Tucumán,,Mujer,39,No,No,90
2515053515,2021-06-04,Trata,Explotación sexual,Acusado,,,,Hombre,40,No,,
6594053515,2021-06-04,Trata,Oferta laboral engañosa,Acusado,,,,Hombre,50,No,,
8415053515,2021-06-04,Trata,Posible captación,Victima directa,Argentina,Buenos Aires,Claypole,Hombre,26,No,No,6
8415053515,2021-06-04,Trata,Posible captación,Acusado,,,,Mujer,40,No,,
8415053515,2021-06-04,Trata,Posible captación,Acusado,,,,Hombre,40,No,,
8415053515,2021-06-04,Trata,Posible captación,Acusado,,,,Hombre,50,No,,
3525053515,2021-06-05,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,,,Transexual,50,No,,
5555053515,2021-06-06,Trata,Explotación sexual,Victima directa,,,,Mujer,39,No,,
6545053515,2021-06-06,Trata,Explotación sexual,Acusado,,Buenos Aires,Trenque Lauquen,Mujer,40,No,,6
4565053515,2021-06-07,Trata,Pornografía infantil,Acusado,,Buenos Aires,Ciudadela,Hombre,50,No,,6
9475053515,2021-06-07,Trata,Explotación laboral,Victima directa,,Santiago del Estero,Santiago del Estero,Hombre,18,No,,86
9475053515,2021-06-07,Trata,Explotación laboral,Victima directa,,Santiago del Estero,Zanjón,Hombre,29,No,,86
9475053515,2021-06-07,Trata,Explotación laboral,Victima directa,,Santiago del Estero,Árraga,Hombre,27,No,,86
9494153515,2021-06-07,Trata,Pornografía infantil,Acusado,,,,Hombre,30,No,,
6515153515,2021-06-08,Trata,Explotación laboral,Victima directa,,,,Mujer,25,No,,
6515153515,2021-06-08,Trata,Explotación laboral,Acusado,,,,,51,No,,
6515153515,2021-06-08,Trata,Explotación laboral,Victima indirecta - familiar,,,,Mujer,0,No,,
8425153515,2021-06-08,Trata,Explotación sexual,Victima directa,Argentina,,,Mujer,40,No,,
8425153515,2021-06-08,Trata,Explotación sexual,Acusado,,Buenos Aires,La Plata,Mujer,40,No,,6
1535153515,2021-06-09,Trata,Persona desaparecida,Victima directa,Argentina,,,Mujer,45,No,,
1555153515,2021-06-10,Trata,Explotación sexual,Victima directa,,,,Mujer,25,No,,
3555153515,2021-06-10,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,Argentina,Tucumán,Concepción,Mujer,25,No,,90
3555153515,2021-06-10,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,Argentina,Tucumán,Concepción,Hombre,30,No,,90
3555153515,2021-06-10,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,Argentina,,,Mujer,13,No,,
3555153515,2021-06-10,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,Argentina,,,Mujer,20,No,,
3555153515,2021-06-10,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,Argentina,,,Mujer,20,No,,
3555153515,2021-06-10,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,Argentina,,,Mujer,20,No,,
4555153515,2021-06-10,Trata,Explotación sexual,Victima directa,,,,Hombre,26,No,,
4555153515,2021-06-10,Trata,Explotación sexual,Acusado,,,,,0,No,,
4555153515,2021-06-10,Trata,Explotación sexual,Acusado,,,,,0,No,,
565153515,2021-06-10,Trata,Explotación sexual,Acusado,,,,,50,No,,
6545153515,2021-06-10,Trata,Persona desaparecida,Victima directa,,Buenos Aires,Sáenz Peña,Mujer,47,No,,6
2594253515,2021-06-11,Trata,Explotación laboral,Victima directa,,,,Mujer,36,No,,
2594253515,2021-06-11,Trata,Explotación laboral,Victima directa,,,,Hombre,11,No,,
594253515,2021-06-11,Trata,"Explotación laboral niñas, niños y adolescentes",Victima directa,,,,Mujer,10,No,,
6584253515,2021-06-11,Trata,Explotación laboral,Victima directa,,Buenos Aires,Parque Avellaneda,,24,No,,6
6584253515,2021-06-11,Trata,Explotación laboral,Acusado,,,,Hombre,40,No,,
1515253515,2021-06-12,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Mendoza,Palmira,,45,No,,50
1515253515,2021-06-12,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,,,Mujer,19,No,,
1515253515,2021-06-12,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,,,Hombre,19,No,,
1515253515,2021-06-12,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,,,,Mujer,14,No,,
1515253515,2021-06-12,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,,,,Mujer,13,No,,
8415253515,2021-06-12,Trata,Posible captación,Victima directa,,,,Mujer,31,No,,
7525253515,2021-06-13,Trata,Explotación sexual,Acusado,,,,,60,No,,
1565253515,2021-06-14,Trata,Ofrecimiento,Acusado,,,,Mujer,40,No,,
1565253515,2021-06-14,Trata,Ofrecimiento,Acusado,,,,Hombre,35,No,,
1565253515,2021-06-14,Trata,Ofrecimiento,Acusado,,,,Hombre,45,No,,
5575253515,2021-06-14,Trata,Traslado de personas,Victima indirecta - familiar,,,,Hombre,45,No,,
5575253515,2021-06-14,Trata,Traslado de personas,Victima directa,,Salta,Tartagal,Mujer,18,No,,66
4584353515,2021-06-15,Trata,Explotación laboral,Victima directa,Bolivia,,,,30,No,,
4584353515,2021-06-15,Trata,Explotación laboral,Victima directa,Bolivia,,,Mujer,16,No,,
6584353515,2021-06-15,Trata,Persona desaparecida,Victima directa,Argentina,,,Mujer,5,No,,
8484353515,2021-06-15,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Río Negro,,Hombre,50,No,,62
9484353515,2021-06-15,Trata,Explotación laboral,Acusado,,,,Hombre,0,No,,
9484353515,2021-06-15,Trata,Explotación laboral,Acusado,,,,,0,No,,
3515353515,2021-06-16,Trata,Explotación sexual,Victima directa,Paraguay,Entre Ríos,Diamante,Mujer,26,No,,30
515353515,2021-06-16,Trata,Explotación sexual,Victima directa,Argentina,,,Hombre,40,No,,
515353515,2021-06-16,Trata,Explotación sexual,Acusado,Argentina,,,Hombre,40,No,,
5505353515,2021-06-16,Trata,Explotación laboral,Acusado,,,,Hombre,50,No,,
5505353515,2021-06-16,Trata,Explotación laboral,Victima directa,,,,Hombre,45,No,,
1535353515,2021-06-17,Trata,Posible captación,Victima directa,,,,Mujer,43,No,,
1535353515,2021-06-17,Trata,Posible captación,Acusado,,,,Hombre,45,No,,
9445353515,2021-06-17,Trata,Explotación sexual,Acusado,,,,Hombre,30,No,,
3575353515,2021-06-19,Trata,Explotación laboral,Victima directa,,Buenos Aires,MALVINAS ARGENTINAS,Hombre,30,No,,6
3575353515,2021-06-19,Trata,Explotación laboral,Acusado,,Buenos Aires,Carmen de Patagones,Hombre,50,No,,6
6584453515,2021-06-19,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Tucumán,San Miguel de Tucumán,Mujer,30,No,,90
8484453515,2021-06-19,Trata,Explotación sexual,Acusado,,Tucumán,San Miguel de Tucumán,Mujer,40,No,,90
8484453515,2021-06-19,Trata,Explotación sexual,Acusado,,,,Mujer,35,No,,
5525453515,2021-06-21,Trata,Explotación laboral,Victima directa,,Buenos Aires,MALVINAS ARGENTINAS,Hombre,25,No,,6
3565453515,2021-06-22,Trata,"Explotación sexual niñas, niños y adolescentes",Victima indirecta - familiar,,,,Mujer,33,No,,
3594553515,2021-06-23,Trata,Oferta laboral engañosa,Victima directa,Argentina,Buenos Aires,La Plata,Hombre,20,No,Sí,6
5594553515,2021-06-23,Trata,Posible captación,Victima indirecta - familiar,Argentina,,,Hombre,60,No,,
5594553515,2021-06-23,Trata,Posible captación,Victima directa,Argentina,,,Mujer,13,No,,
5594553515,2021-06-23,Trata,Posible captación,Victima directa,,,,Mujer,15,No,,
8494553515,2021-06-23,Trata,Explotación sexual,Victima directa,,,,Mujer,40,No,,
8494553515,2021-06-23,Trata,Explotación sexual,Acusado,,,,Hombre,45,No,,
2525553515,2021-06-24,Trata,Explotación laboral,Victima directa,Bolivia,,,Mujer,25,No,,
5535553515,2021-06-24,Trata,Explotación laboral,Victima directa,,,,,45,No,,
7505653515,2021-06-27,Trata,Explotación sexual,Victima directa,,,,,40,No,,
8415653515,2021-06-27,Trata,Explotación laboral,Victima directa,,,,Mujer,36,No,,
2545653515,2021-06-28,Trata,Matrimonio forzado,Victima directa,,Buenos Aires,Mar del Plata,Mujer,25,No,,6
2545653515,2021-06-28,Trata,Matrimonio forzado,Acusado,,,,,50,No,,
2545653515,2021-06-28,Trata,Matrimonio forzado,Acusado,,,,,25,No,,
2555653515,2021-06-28,Trata,Reducción a la servidumbre o situaciones análogas,Acusado,,,,Mujer,50,No,,
2555653515,2021-06-28,Trata,Reducción a la servidumbre o situaciones análogas,Victima directa,,,,Mujer,50,No,,
4565653515,2021-06-29,Trata,Posible captación,Acusado,,,,Hombre,60,No,,
5555653515,2021-06-29,Trata,Explotación sexual,Victima directa,,,,Transexual,35,No,,
5555653515,2021-06-29,Trata,Explotación sexual,Acusado,,,,Transexual,35,No,,
7555653515,2021-06-29,Trata,Explotación sexual,Acusado,,,,Transexual,35,No,,
2594753515,2021-06-30,Trata,Explotación sexual,Acusado,Argentina,,,Hombre,50,No,,
4584753515,2021-06-30,Trata,Explotación sexual,Acusado,,,,,40,No,,
5594753515,2021-06-30,Trata,Posible captación,Victima indirecta - familiar,,,,Mujer,50,No,,
5594753515,2021-06-30,Trata,Posible captación,Victima directa,,,,Mujer,21,No,,
5594753515,2021-06-30,Trata,Posible captación,Acusado,Puerto rico,,,Hombre,30,No,,
8405753515,2021-06-30,Trata,Explotación laboral,Victima directa,Argentina,,,Hombre,40,No,,
8405753515,2021-06-30,Trata,Explotación laboral,Acusado,Cuba,Buenos Aires,Villa Madero,Mujer,35,No,,6
1525753515,2021-07-01,Trata,Posible captación,Victima directa,,,,Mujer,27,No,,
1525753515,2021-07-01,Trata,Posible captación,Acusado,,,,,38,No,,
1525753515,2021-07-01,Trata,Posible captación,Acusado,,,,,0,No,,
2515753515,2021-07-01,Trata,Explotación sexual,Victima directa,,,,Mujer,22,No,,
4525753515,2021-07-01,Trata,Explotación laboral,Acusado,,,,,0,No,,
4525753515,2021-07-01,Trata,Explotación laboral,Victima directa,,Santa Fe,Rosario,Hombre,32,No,,82
7525753515,2021-07-01,Trata,Posible captación,Victima directa,,,,Mujer,27,No,,
8455753515,2021-07-02,Trata,Explotación sexual,Acusado,,,,Mujer,50,No,,
8455753515,2021-07-02,Trata,Explotación sexual,Victima directa,,,,Mujer,15,No,,
8455753515,2021-07-02,Trata,Explotación sexual,Victima indirecta - familiar,,,,Mujer,50,No,,
4594844515,2021-07-03,Trata,Traslado de personas,Victima directa,,,,Mujer,40,No,,
4594844515,2021-07-03,Trata,Traslado de personas,Acusado,Argentina,,,Hombre,30,No,,
8484844515,2021-07-03,Trata,Explotación sexual,Victima directa,,,,Mujer,20,No,,
4505844515,2021-07-04,Trata,Persona desaparecida,Victima directa,,Formosa,Formosa,Mujer,0,No,,34
515844515,2021-07-04,Trata,Explotación laboral,Victima directa,,Santa Fe,Rosario,Hombre,32,No,,82
6505844515,2021-07-04,Trata,Explotación sexual,Victima directa,,Santa Fe,Rosario,,20,No,,82
6505844515,2021-07-04,Trata,Explotación sexual,Acusado,,Santa Fe,Rosario,,0,No,,82
7525844515,2021-07-05,Trata,Venta de niños y otros delitos,Victima directa,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Hombre,43,No,,2
7525844515,2021-07-05,Trata,Venta de niños y otros delitos,Acusado,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Hombre,65,No,,2
7525844515,2021-07-05,Trata,Venta de niños y otros delitos,Acusado,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Mujer,65,No,,2
7545844515,2021-07-05,Trata,Explotación laboral,Victima directa,Bolivia,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Mujer,45,No,,2
7545844515,2021-07-05,Trata,Explotación laboral,Acusado,,,,Hombre,50,No,,
7545844515,2021-07-05,Trata,Explotación laboral,Acusado,,,,Hombre,41,No,,
9484944515,2021-07-06,Trata,Posible captación,Victima indirecta - familiar,,,,Mujer,40,No,,
9484944515,2021-07-06,Trata,Posible captación,Victima directa,,,,Mujer,21,No,,
3505944515,2021-07-07,Trata,Oferta laboral engañosa,Victima directa,,,,Mujer,19,No,,
5594944515,2021-07-07,Trata,Explotación sexual,Victima directa,,,,,0,No,,
5594944515,2021-07-07,Trata,Explotación sexual,Acusado,,,,Hombre,35,No,,
5594944515,2021-07-07,Trata,Explotación sexual,Acusado,,,,Mujer,0,No,,
9435944515,2021-07-08,Trata,Traslado de personas,Victima directa,Bolivia,,,Mujer,13,No,,
9435944515,2021-07-08,Trata,Traslado de personas,Victima indirecta - familiar,Bolivia,,,Mujer,40,No,,
3565054515,2021-07-11,Trata,Explotación laboral,Victima directa,,,,,33,No,,
